
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, Thumb code: ( -250.00, -531.25, 687.50 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, index code: ( 187.50, 906.25, 312.50 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, middle code: ( 343.75, 968.75, 250.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, pinky code: ( -218.75, 1062.50, 312.50 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, ring code: ( 187.50, 1062.50, -93.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, accelerometer code: ( 187.50, 906.25, 312.50 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, gyrob code: ( -250.00, -531.25, 687.50 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, Thumb code: ( -218.75, -468.75, 687.50 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, index code: ( 187.50, 968.75, 281.25 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, middle code: ( 375.00, 1031.25, 218.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, pinky code: ( -218.75, 1093.75, 343.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, ring code: ( 156.25, 1125.00, -93.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, accelerometer code: ( 187.50, 968.75, 281.25 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, gyrob code: ( -218.75, -468.75, 687.50 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, Thumb code: ( -250.00, -468.75, 718.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, index code: ( 156.25, 1000.00, 250.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, middle code: ( 375.00, 1000.00, 187.50 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, pinky code: ( -250.00, 1093.75, 343.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, ring code: ( 156.25, 1125.00, -93.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, accelerometer code: ( 156.25, 1000.00, 250.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, gyrob code: ( -250.00, -468.75, 718.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, Thumb code: ( -281.25, -500.00, 718.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, index code: ( 156.25, 1000.00, 250.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, middle code: ( 406.25, 1031.25, 156.25 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, pinky code: ( -250.00, 1093.75, 343.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, ring code: ( 156.25, 1125.00, -125.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, accelerometer code: ( 156.25, 1000.00, 250.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, gyrob code: ( -281.25, -500.00, 718.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, Thumb code: ( -312.50, -531.25, 750.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, index code: ( 62.50, 1000.00, 250.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, middle code: ( 406.25, 1062.50, 156.25 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, pinky code: ( -250.00, 1093.75, 343.75 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, ring code: ( 156.25, 1156.25, -156.25 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, accelerometer code: ( 62.50, 1000.00, 250.00 )
Data: BluetoothLE#BluetoothLEe4:a4:71:4b:98:2a-e5:3d:37:78:60:e9, gyrob code: ( -312.50, -531.25, 750.00 )
