0,156.25,-875,406.25
1,0,62.5,812.5
2,62.5,406.25,750
3,-31.25,593.75,656.25
4,0,406.25,875
0,62.5,-781.25,531.25
1,-62.5,156.25,875
2,62.5,500,781.25
3,-31.25,718.75,687.5
4,-31.25,468.75,937.5
0,-14227.5,112525,-8487.5
1,-58.804,-951.356,496.052
0,-26477.5,106540,-595
1,-160.918,-949.77,606.462
0,332.5,57470,6370
1,-182.634,-928.908,616.832
0,9747.5,25147.5,14420
1,-201.3,-852.902,608.17
0,-93.75,-781.25,625
1,-281.25,250,937.5
2,-62.5,625,812.5
3,-156.25,781.25,687.5
4,-62.5,500,937.5
0,-62.5,-843.75,625
1,-250,250,937.5
2,-62.5,625,812.5
3,-187.5,750,687.5
4,-93.75,468.75,968.75
0,-93.75,-843.75,625
1,-218.75,250,875
2,-125,718.75,906.25
3,-187.5,875,718.75
4,-125,593.75,1125
0,-31.25,-875,562.5
1,-250,156.25,937.5
2,-62.5,531.25,843.75
3,-218.75,625,750
4,-93.75,312.5,906.25
0,0,-906.25,593.75
1,-250,187.5,968.75
2,-62.5,562.5,843.75
3,-187.5,687.5,750
4,-93.75,406.25,968.75
0,62.5,-875,531.25
1,-218.75,187.5,937.5
2,-62.5,531.25,843.75
3,-187.5,656.25,718.75
4,-93.75,406.25,906.25
0,9695,-55702.5,9677.5
1,-66.734,-887.916,492.026
0,-1155,-47005,11795
1,-61.488,-893.528,499.468
0,-6790,-39095,10885
1,-50.02,-894.382,514.474
0,-7420,-32427.5,9747.5
1,-22.936,-934.032,484.828
0,1032.5,-21630,3465
1,-17.812,-940.62,480.436
0,-3045,-6965,665
1,-40.87,-914.878,510.57
0,-3167.5,-3675,1732.5
1,-60.39,-909.388,529.48
0,-1050,-7857.5,1925
1,-50.142,-913.658,532.896
0,157.5,-8207.5,-1120
1,-9.882,-881.572,474.092
0,-7140,-770,-1452.5
1,-27.816,-904.508,521.672
0,62.5,-843.75,562.5
1,-218.75,187.5,968.75
2,-31.25,531.25,843.75
3,-156.25,687.5,718.75
4,-93.75,375,937.5
0,62.5,-875,531.25
1,-218.75,187.5,937.5
2,-31.25,562.5,812.5
3,-156.25,687.5,718.75
4,-125,406.25,937.5
0,62.5,-875,500
1,-187.5,218.75,937.5
2,-31.25,562.5,812.5
3,-156.25,687.5,718.75
4,-93.75,406.25,937.5
0,62.5,-875,562.5
1,-218.75,187.5,968.75
2,-31.25,531.25,812.5
3,-156.25,687.5,687.5
4,-93.75,375,906.25
0,62.5,-843.75,562.5
1,-187.5,156.25,968.75
2,-31.25,531.25,843.75
3,-156.25,656.25,718.75
4,-125,375,937.5
0,1365,1890,-1365
1,-26.474,-904.02,518.988
0,62.5,-843.75,562.5
1,-218.75,187.5,968.75
2,-31.25,562.5,843.75
3,-156.25,687.5,718.75
4,-93.75,406.25,937.5
0,-4830,2380,-1435
1,-26.108,-915.732,504.592
0,-3990,3290,-910
1,-39.406,-914.512,525.21
0,-2187.5,3745,-997.5
1,-34.282,-903.044,525.332
0,-2975,3202.5,-1557.5
1,-22.814,-919.88,518.622
0,-2940,7927.5,-4637.5
1,-14.396,-911.584,489.464
0,-4777.5,9135,-3482.5
1,-15.982,-917.196,512.278
0,62.5,-875,562.5
1,-187.5,187.5,968.75
2,0,531.25,843.75
3,-125,656.25,687.5
4,-93.75,406.25,937.5
0,62.5,-875,562.5
1,-187.5,187.5,968.75
2,-31.25,531.25,843.75
3,-156.25,687.5,718.75
4,-125,406.25,937.5
0,62.5,-875,593.75
1,-218.75,187.5,968.75
2,-31.25,562.5,812.5
3,-156.25,718.75,687.5
4,-125,437.5,937.5
0,62.5,-843.75,562.5
1,-187.5,156.25,937.5
2,-31.25,531.25,843.75
3,-156.25,687.5,718.75
4,-125,437.5,937.5
0,62.5,-906.25,562.5
1,-187.5,187.5,968.75
2,-31.25,531.25,843.75
3,-156.25,687.5,718.75
4,-93.75,437.5,937.5
0,62.5,-875,562.5
1,-31.25,125,906.25
2,-31.25,562.5,812.5
3,-125,656.25,718.75
4,-93.75,437.5,906.25
0,62.5,-843.75,562.5
1,-187.5,156.25,968.75
2,-31.25,531.25,843.75
3,-156.25,687.5,718.75
4,-93.75,406.25,937.5
0,62.5,-843.75,562.5
1,-218.75,187.5,968.75
2,-31.25,531.25,812.5
3,-156.25,687.5,718.75
4,-93.75,375,906.25
0,62.5,-812.5,562.5
1,-187.5,156.25,968.75
2,-31.25,531.25,843.75
3,-156.25,656.25,718.75
4,-93.75,406.25,937.5
0,62.5,-812.5,562.5
1,-218.75,156.25,968.75
2,-31.25,531.25,843.75
3,-156.25,656.25,718.75
4,-93.75,406.25,937.5
0,-14087.5,3570,4917.5
1,-42.822,-879.986,528.992
0,-21175,3762.5,5442.5
1,-33.794,-902.434,519.354
0,-15715,2677.5,3255
1,-36.966,-937.448,531.92
0,-13335,2205,3325
1,-43.92,-915,515.45
0,62.5,-875,531.25
1,-187.5,187.5,968.75
2,0,531.25,843.75
3,-125,687.5,718.75
4,-93.75,375,937.5
0,62.5,-875,562.5
1,-187.5,187.5,968.75
2,-31.25,531.25,843.75
3,-156.25,656.25,718.75
4,-125,406.25,937.5
0,-22890,7385,20772.5
1,-60.634,-907.558,524.722
0,-10237.5,1627.5,17342.5
1,-62.098,-933.91,525.454
0,-4795,-4637.5,6790
1,-51.118,-976.488,500.81
0,-3202.5,3132.5,-70
1,-36.6,-934.276,464.454
0,-3815,13755,-3797.5
1,-47.336,-952.942,489.952
0,62.5,-875,562.5
1,-187.5,187.5,968.75
2,-31.25,531.25,843.75
3,-156.25,687.5,718.75
4,-125,406.25,937.5
0,62.5,-843.75,562.5
1,-187.5,187.5,968.75
2,-31.25,562.5,843.75
3,-187.5,687.5,718.75
4,-93.75,375,937.5
0,31.25,-875,531.25
1,-187.5,156.25,937.5
2,-31.25,531.25,843.75
3,-156.25,625,718.75
4,-125,375,937.5
0,62.5,-875,531.25
1,-156.25,156.25,937.5
2,0,531.25,812.5
3,-93.75,656.25,687.5
4,-62.5,375,906.25
0,62.5,-843.75,531.25
1,-187.5,218.75,937.5
2,0,562.5,812.5
3,-125,687.5,718.75
